"plot","latitude","longitude","elevation","date","augerdepth","aspect","percentslope","slopeshape","t1_azimuth","t2_azimuth","t3_azimuth","dominantshrub","averagedistance","avg_PET","avg_trans_0_30cm","avg_trans_30_200cm","avg_trans_0_200cm","prop_shallow","sand","clay","map","mat","Jan_ppt","Feb_ppt","Mar_ppt","Apr_ppt","May_ppt","Jun_ppt","Jul_ppt","Aug_ppt","Sep_ppt","Oct_ppt","Nov_ppt","Dec_ppt","Jan_tavg","Feb_tavg","Mar_tavg","Apr_tavg","May_tavg","Jun_tavg","Jul_tavg","Aug_tavg","Sep_tavg","Oct_tavg","Nov_tavg","Dec_tavg"
"DryGB3-999",38.2251741690917,-115.028167404342,1692.50839783175,20220517,30,274,2,"LV",0,120,240,"ARNO4",116.3,1420.10070469964,48.1201272660819,62.3961698331615,110.516297099243,0.435412048078938,0.640795446244085,0.172083263347331,264.481,10.6699872930534,28.057,34.9026666666667,29.7783333333333,23.2776666666667,23.371,11.794,14.9596666666667,17.3643333333333,17.7193333333333,25.1416666666667,15.5376666666667,22.5776666666667,0.270075268817204,2.05022619047619,5.79976344086021,8.93301666666667,13.7871344086021,19.2769166666667,23.0999516129032,22.1184569892473,17.6167944444444,10.9634139784946,4.42403333333333,-0.299935483870968
"DryGB4-009",38.34194,-112.939122,1670.020386,20210717,50,226,7,"CL",0,120,240,"ARTRW8",97.1666666666667,1353.62426794904,56.9251587921688,64.9416371751936,121.866795967362,0.467109669539635,0.622133333333333,0.19384,296.551333333333,10.5056866924817,23.4336666666667,27.0213333333333,32.107,30.8186666666667,24.7076666666667,11.9813333333333,20.4983333333333,21.937,20.4323333333333,34.31,22.2886666666667,27.0153333333333,-0.92536559139785,1.32997023809524,5.62047849462366,8.82218333333333,13.8938655913978,19.6595611111111,23.7705322580645,22.7481182795699,17.7259666666667,10.6635376344086,3.98316111111111,-1.2237688172043
"DryGB5-019",39.87341,-112.5128,1732.812256,20210718,15,244,3,"LL",0,120,240,"ARTRW8",62.6666666666667,1309.29619920416,53.7055714509023,93.4561165107907,147.161687961693,0.364942616483729,0.4094,0.2842,383.894333333333,9.26789094235364,39.4636666666667,41.671,42.013,43.3703333333333,41.813,18.6006666666667,13.5096666666667,13.8886666666667,22.9223333333333,35.3923333333333,30.1556666666667,41.094,-2.16272580645161,-0.0754583333333336,4.17996774193548,7.27332777777778,12.4684946236559,18.2590888888889,23.0448709677419,22.1085107526882,16.6049722222222,9.33284408602151,2.60575,-2.42495161290323
"GB3-003",38.9270670293262,-117.698226850589,1912.20128290549,20220520,40,118,3,"LL",0,120,240,"ARTRW8",102.333333333333,1329.16352685974,45.4991842489071,46.3280642244254,91.8272484733325,0.49548674282798,0.37050616543358,0.268576636672665,227.570333333333,9.2780328650367,25.1476666666667,20.566,23.785,25.7166666666667,33.622,12.9633333333333,11.652,7.38866666666667,10.8316666666667,18.3676666666667,16.3303333333333,21.1993333333333,-0.316543010752688,1.20043452380952,4.47913440860215,7.12055,11.8385161290323,17.0470722222222,21.4809301075269,20.5595322580645,15.9093833333333,9.52195161290322,3.47141666666667,-0.975983870967742
"GB3-014",44.0180595824905,-120.933789750674,1095.03947477102,20220603,19,330,1,"LL",8,120,240,"ARTRW8",142.416666666667,1041.97083801747,34.0608855241494,58.3844771085415,92.4453626326909,0.368443419487487,0.67508,0.15168,290.883333333333,8.62279059459805,34.955,25.2703333333333,21.216,23.7726666666667,33.6476666666667,24.321,10.972,9.49866666666667,13.2476666666667,21.7206666666667,28.103,44.1586666666667,0.505204301075269,1.63417261904762,4.2602688172043,6.69827222222222,11.007935483871,14.5248055555556,19.190564516129,18.8242580645161,14.7901277777778,8.93027956989247,3.36654444444445,-0.25894623655914
"GB4-007",39.157423479519,-116.528016608317,2161.58056640625,20220521,40,266,7,"LV",0,120,240,"ARTRW8",69.0833333333333,1303.9839725446,60.816626697282,64.9445138832148,125.761140580497,0.483588383633931,0.56728258081717,0.165845364260481,311.972,7.96364186827957,31.556,31.0816666666667,35.2166666666667,39.205,38.8676666666667,15.1463333333333,11.0416666666667,14.1746666666667,18.405,21.9886666666667,24.3273333333333,30.9613333333333,-1.47939784946237,-0.402458333333334,2.91940860215054,5.58550555555556,10.2583817204301,15.5560666666667,20.164123655914,19.3890268817204,14.7559333333333,8.46032795698925,2.37114444444444,-2.01436021505376
"GB4-018",40.0952548860014,-116.771916663383,1745.49873194637,20220617,17,38,5,"LL",0,120,240,"ARTRW8",86.35,1387.57781561343,46.2729232434418,44.6908696940578,90.9637929374996,0.508696061907132,0.28752,0.25888,290.381333333333,9.33904043352108,31.4016666666667,24.916,31.4563333333333,37.674,43.9066666666667,17.5166666666667,7.62466666666667,5.46233333333333,14.0126666666667,19.41,24.0163333333333,32.984,-0.881225806451613,0.856178571428571,4.47455376344086,7.08404444444444,11.9612688172043,17.1932722222222,22.2320860215054,21.269435483871,16.2681333333333,9.58141397849462,3.33038888888889,-1.30106451612903
"GB4-020",41.0050544003407,-119.782096305974,1482.50301717777,20220618,19,204,5,"LL",0,120,240,"ARTRW8",236.416666666667,1199.427238473,51.2546593365115,82.6650925632934,133.919751899805,0.382726659879558,0.76472,0.18132,395.806,9.88391523404164,48.7296666666667,40.2973333333333,45.3636666666667,44.439,48.6393333333333,27.547,5.50066666666667,6.76633333333333,11.4046666666667,24.1373333333333,39.7306666666667,53.2503333333333,0.414806451612903,1.80669642857143,4.71144086021505,7.38211111111111,12.2769247311828,17.12375,22.3250913978495,21.4273064516129,17.1085777777778,10.4322956989247,3.88510555555556,-0.287123655913978
"GB4-997",41.6424504854173,-113.670805944236,1677.19360726401,20220616,14,352,5,"LL",0,120,240,"ARNO4",66.6,1300.6976836385,72.8323486543654,61.1125930993832,133.944941753749,0.543748406627137,0.44752,0.22744,334.162333333333,8.30170752154805,33.4116666666667,25.7,32.161,35.3646666666667,43.028,25.8946666666667,15.161,14.477,24.235,26.363,22.0246666666667,36.3416666666667,-3.43097849462366,-1.14973214285714,3.2944247311828,6.61352777777778,11.7199731182796,16.9621833333333,22.2869838709677,21.2985376344086,15.7123888888889,8.40167204301075,1.44162777777778,-3.53011827956989
"GB4-998",43.5964451590959,-120.0007056446,1354.2550367528,20220604,33,49,1,"LL",0,120,240,"ARTRW8",133.666666666667,1000.23695250031,56.1444711095922,72.7759782959245,128.920449405517,0.435497016714477,0.44472,0.227413333333333,308.923333333333,8.00132274598908,38.3126666666667,27.2813333333333,29.1616666666667,30.4173333333333,39.2386666666667,20.716,8.54333333333333,5.81566666666667,9.32733333333333,22.9553333333333,32.6283333333333,44.5256666666667,-0.932043010752688,0.414029761904762,3.45662365591398,5.8931,10.4563440860215,14.30785,19.626311827957,18.9941397849462,14.6793777777778,8.43103225806452,2.29731111111111,-1.60820430107527
"GB4-999",43.8792636059633,-120.97013158735,1297.13834703089,20220604,48,304,0,"LL",0,120,240,"ARTRV",83.1666666666667,1018.43430575499,52.9005028098846,73.3144920596863,126.214994869571,0.419130095156692,0.755893333333333,0.123146666666667,390.825333333333,7.93024185014508,51.2443333333333,35.4706666666667,31.866,31.692,37.9976666666667,28.1623333333333,13.745,11.739,17.6126666666667,29.119,42.078,60.0986666666667,-0.104709677419355,0.988285714285714,3.52519892473118,5.92761666666667,10.2594139784946,13.7963222222222,18.5692795698925,18.1537580645161,14.1186111111111,8.21716666666667,2.64806111111111,-0.936102150537634
"GB5-005",40.7074548025063,-114.991838224339,1735.31769924989,20220710,50,161,0,"LL",0,120,240,"ARTRW8",52.5333333333333,1308.1184176813,62.2172294452133,129.006674647564,191.223904092777,0.325363242322607,0.593546666666667,0.218586666666667,510.639333333333,8.43622321535245,59.65,46.1663333333333,48.4406666666667,49.876,56.8126666666667,23.164,14.1983333333333,12.1993333333333,27.8493333333333,45.7526666666667,56.9786666666667,69.5513333333333,-2.10530107526882,-0.582791666666667,3.48651075268817,6.58627777777778,11.4116182795699,16.4712166666667,21.3950268817204,20.4659623655914,15.4028555555556,8.84930107526882,2.29322777777778,-2.43922580645161
"GB5-019x",42.4491749285184,-116.099144965518,1779.49463715682,20220708,40,124,4,"LL",0,120,240,"ARTRV",84.3166666666667,1086.83555451964,79.9313901207346,118.042079601712,197.973469722446,0.403747988216787,0.62136,0.19816,447.227333333333,7.19510168757467,62.894,40.795,48.0856666666667,47.2586666666667,54.9863333333333,26.0653333333333,4.67366666666667,6.04966666666667,11.1776666666667,29.273,44.79,71.1783333333333,-2.18888172043011,-1.11708333333333,2.27254301075269,5.01704444444445,9.68122043010753,14.04705,19.5519838709677,18.9630806451613,13.9549666666667,7.43172043010753,1.39868333333333,-2.67110752688172
"GB6-011",42.0581900328789,-119.610513299815,1736.96814685363,20220605,18,308,5,"LL",0,120,240,"ARTRW8",116,1058.60113879535,75.9030131324261,124.494488071292,200.397501203718,0.378762273364205,0.565886822635473,0.150569886022796,497.877666666667,7.76364730756102,64.9083333333333,48.0696666666667,55.6006666666667,59.5683333333333,57.1476666666667,27.8826666666667,6.49233333333333,5.74566666666667,13.6623333333333,31.3556666666667,54.1223333333333,73.322,-0.744204301075269,-0.031452380952381,2.66379032258065,5.08466111111111,9.74977419354839,14.1048555555556,19.5593279569892,18.9139569892473,14.6455333333333,8.35930107526882,2.35727222222222,-1.49904838709677
"GB6-999",42.0399130834658,-115.750012043971,1764.89674527697,20220709,30,22,9,"LL",0,120,240,"ARTRW8",138.6,1247.05859522415,128.17749862887,149.330303169861,277.507801798731,0.46188791017066,0.372346666666667,0.21168,569.299,7.75713010539341,58.3046666666667,39.9336666666667,66.8046666666667,88.717,85.1543333333333,33.9693333333333,11.133,8.67833333333333,23.8653333333333,34.136,53.6843333333333,64.9183333333333,-1.07782795698925,-0.44847619047619,2.7027311827957,5.28420555555556,9.96502688172043,14.3966333333333,19.9173010752688,19.3552311827957,14.5008444444444,8.10645698924731,2.16881111111111,-1.78537634408602
"GB7-002",41.5328198438897,-119.564980203397,1910.1068630586,20220619,17,71,6,"LL",0,120,240,"ARTRV",133.266666666667,1124.76648064899,99.8280616277514,131.671211928778,231.499273556529,0.431224081588207,0.6576,0.1842,594.369333333333,7.45437463304318,72.6013333333333,59.6376666666667,70.9646666666667,73.4703333333333,73.3103333333333,34.6766666666667,7.59966666666667,7.55933333333333,14.3283333333333,36.211,60.791,83.219,-1.20331182795699,-0.462238095238095,2.14219892473118,4.54257222222222,9.32840860215054,13.9136166666667,19.4470752688172,18.8370107526882,14.6568611111111,8.15967741935484,1.95086111111111,-1.86023655913978
"GP3-008",43.1806,-108.049898,1602.32959,20210704,50,270,3,"LL",0,120,240,"ARTRW8",137.45,1165.14220379067,45.1694471722647,39.5653819089068,84.7348290811716,0.533068251415185,0.710426666666667,0.162426666666667,245.773,7.46372472158218,6.45066666666667,12.6976666666667,16.4743333333333,32.353,51.9833333333333,30.173,19.2573333333333,11.943,24.3466666666667,24.2943333333333,8.365,7.43466666666667,-6.87395698924731,-4.16901785714286,2.42401075268817,6.92888888888889,12.3572365591398,18.0337444444444,22.5259731182796,21.3275053763441,15.5035111111111,7.76504301075269,0.0316722222222219,-6.28991397849462
"GP3-997",47.8159103868975,-108.239523042094,928.408481007512,20220627,13,267,7,"LL",0,120,240,"ARTRW8",69.9375,1063.08332413101,127.985849165238,79.7988632356282,207.784712400866,0.615954117540287,0.46981101379724,0.189501123775245,379.041333333333,7.33321921082949,11.2593333333333,8.86766666666667,15.3036666666667,31.965,73.5103333333333,81.492,42.6113333333333,32.342,32.4456666666667,26.619,13.2516666666667,9.37366666666667,-5.78812903225806,-4.27693452380952,1.10254301075269,6.64567777777778,12.0634623655914,16.9617833333333,21.5144946236559,21.0063655913979,15.1231722222222,7.59520430107527,0.59255,-4.54155913978495
"GP3-999",47.9866577592194,-107.559021720763,755.118467672131,20220628,50,218,2,"LL",0,120,240,"ARTRW8",80.9833333333333,1089.87838678711,101.634631268345,67.5390425049401,169.173673773285,0.600770965135797,0.222424720389255,0.509484705725522,335.768333333333,7.24399052739375,8.774,7.933,10.5806666666667,30.7596666666667,61.0383333333333,70.478,40.1823333333333,30.072,30.065,26.0633333333333,11.049,8.773,-7.29854838709677,-5.35661904761905,0.815166666666667,7.12798333333333,12.7740752688172,17.7152833333333,22.028247311828,21.4436182795699,15.4766611111111,7.73150537634409,0.0909055555555556,-5.62039247311828
"GP4-999",46.959120375148,-108.408558201146,956.168049799545,20220626,41,49,4,"LL",0,120,240,"ARTRW8",109.583333333333,1169.43921431436,112.472719628795,50.3102784692684,162.782998098063,0.690936528648031,0.206984384456442,0.386619609411451,364.235333333333,8.26000950247482,12.225,9.26933333333333,13.884,38.9226666666667,75.005,71.3196666666667,33.4596666666667,29.8523333333333,28.1633333333333,28.8286666666667,11.7736666666667,11.532,-3.92211290322581,-2.60171428571429,2.42459677419355,7.28371666666667,12.5153387096774,17.3927777777778,21.9135107526882,21.3504731182796,15.6924888888889,8.50155913978495,1.70652777777778,-3.13704838709677
"GP5-005",43.047445,-106.122816,1777.295898,20210707,50,10,6.47510826433152,"VL",0,120,240,"ARCA13",70.015625,1261.47332687847,99.8854600023963,78.7821900054318,178.667650007828,0.55905733353531,0.77396,0.152133333333333,419.641666666667,6.8006901593702,16.0103333333333,21.4773333333333,31.9783333333333,57.175,80.262,43.1016666666667,34.4803333333333,20.933,33.217,39.9486666666667,20.0283333333333,21.0296666666667,-4.38385483870968,-3.67905357142857,1.34628494623656,4.96400555555556,10.2894784946237,16.0870611111111,20.5674677419355,19.6129731182796,14.1911111111111,6.73388709677419,0.392888888888889,-4.51396774193548
"PNWMtn3-008",38.4161249036327,-118.78613526944,2300.69506835938,20220519,35,152,8,"VV",0,120,185,"ARTRW8",75.9166666666667,1087.24229054493,42.2414938629091,75.0938891497337,117.335383012643,0.360006442884817,0.632900086649337,0.192841431713657,275.778,7.25865341141833,48.5716666666667,38.2053333333333,36.4923333333333,20.2383333333333,27.1243333333333,8.71333333333333,10.8896666666667,7.57766666666667,5.615,14.3273333333333,21.1523333333333,36.8706666666667,-1.07383870967742,-0.483321428571428,2.01351612903226,4.5565,9.33060215053763,14.3643777777778,18.5530161290323,17.7930268817204,13.6310333333333,7.82676344086022,2.16812222222222,-1.57595698924731
"PNWMtn7-012",42.8427554062035,-120.841222191342,2142.63163123963,20220620,24,241,8,"LL",0,120,240,"ARTRV",106.625,880.79918629689,90.56010229125,144.48369611156,235.04379840281,0.385290328469128,0.6852,0.122853333333333,686.232,4.70742215821813,95.7546666666667,76.3183333333333,89.372,72.5136666666667,61.8933333333333,32.507,10.7816666666667,8.46666666666667,16.28,40.3456666666667,70.7773333333333,111.221666666667,-2.33287634408602,-2.11503571428571,-0.223037634408602,1.96188333333333,6.26837634408602,9.95673888888889,15.1433655913978,14.7954946236559,10.9955055555556,5.20861827956989,-0.0816444444444446,-3.08832258064516
"RkyMtn4-015",44.167872,-113.219688,1969.908447,20210727,50,198,7,"LL",0,120,240,"ARTRW8",73.5666666666667,1015.68942219429,60.5420575998111,86.406235344681,146.948292944492,0.411995650896606,0.384053333333333,0.19216,377.904,4.85077299453832,31.792,28.6603333333333,31.6073333333333,38.91,49.898,44.149,16.664,18.1576666666667,22.843,31.0666666666667,25.6796666666667,38.4763333333333,-6.56375806451613,-5.08128571428571,-0.244188172043011,3.97708333333333,8.83082258064516,13.0511444444444,17.9346075268817,17.167188172043,12.2488722222222,5.41290860215054,-1.77785555555556,-6.74626344086021
"RkyMtn4-017",44.6691640187471,-113.24474131699,1959.15379979909,20220712,17,240,4,"LL",0,120,240,"ARTRW8",81.95,923.207142645089,82.6578152909436,88.5642796902308,171.222094981174,0.482752037930804,0.373701659668066,0.173822619476105,392.35,4.53395217827274,29.0076666666667,27.074,31.0856666666667,46.1313333333333,57.513,50.891,16.23,16.586,24.5896666666667,32.961,26.577,33.7036666666667,-6.08522043010753,-4.92055952380952,-0.47708064516129,3.25193888888889,8.15378494623656,12.3261,17.2382258064516,16.5483709677419,11.7706722222222,5.05039784946237,-1.86782222222222,-6.58138172043011
"RkyMtn4-999",46.6701832646939,-113.984877364816,1231.22886266741,20220720,20,279,8,"LL",0,140,240,"ARTRV",87.85,904.186024778493,104.544364612974,121.668489033525,226.212853646498,0.462150416865103,0.39056,0.20088,498.842333333333,6.84845036162314,42.801,39.0256666666667,36.174,41.5293333333333,54.5316666666667,64.4806666666667,26.8136666666667,26.6426666666667,31.7186666666667,40.3533333333333,46.051,48.7206666666667,-3.33818817204301,-1.78449404761905,2.41097311827957,5.99468333333333,10.7057311827957,14.4174,19.1192365591398,18.4695322580645,13.3975611111111,6.49073655913979,0.148538888888889,-3.8503064516129
"RkyMtn5-015",44.232168,-113.04519,2206.927734,20210727,27,64,12,"LL",0,120,240,"ARTRV",84.95,1035.23772568223,109.845396403251,106.928073477816,216.773469881067,0.506728966711275,0.404,0.184106666666667,466.787333333333,3.6391318057689,35.098,36.5213333333333,40.1506666666667,51.866,64.8263333333333,52.5276666666667,18.6406666666667,23.068,27.552,40.894,32.557,43.0856666666667,-6.83910215053763,-5.70303571428571,-1.47031182795699,2.27567222222222,7.11070430107527,11.2485777777778,16.3071344086022,15.684564516129,10.7903722222222,4.06466666666667,-2.65665,-7.14301075268817
"RkyMtn5-017",38.140622,-111.704564,2848.216309,20210711,18,192,3,"VL",0,120,240,"ARNO4",46.125,1210.79723784134,97.25107327535,83.9092415434752,181.160314818825,0.536823273754017,0.45904,0.26312,454.741666666667,4.77335113713944,39.214,40.055,40.081,36.8323333333333,35.0263333333333,14.333,44.71,54.5746666666667,43.4876666666667,44.241,29.3793333333333,32.8073333333333,-4.34215053763441,-3.52860714285714,-0.100876344086022,2.72842222222222,7.39127419354839,12.9674722222222,16.0175376344086,14.961564516129,11.0480055555556,5.25417741935484,-0.460788888888889,-4.65581720430108
"RkyMtn5-999",44.8471366754219,-112.521238820732,2131.46819221196,20220721,25,184,10,"LL",0,120,240,"ARTRV",67.5666666666667,929.332059156186,99.9892185931936,65.7965155932064,165.7857341864,0.603123176332961,0.517876739318803,0.15357815903486,375.987666666667,3.69414132424475,14.7936666666667,15.1073333333333,22.3836666666667,42.481,64.3566666666667,62.1613333333333,28.395,27.883,29.3333333333333,33.6856666666667,18.1566666666667,17.2503333333333,-6.57684946236559,-5.6861369047619,-1.45252150537634,2.21275,7.16989247311828,11.34385,16.3149516129032,15.6878387096774,10.8730833333333,4.07658602150538,-2.6072,-7.02654838709677
"RkyMtn6-010",44.3932712870132,-107.488209810208,2438.33872981069,20220722,50,241,10,"LL",0,120,200,"ARTRV",80.6875,980.663819047976,135.33140591375,124.241773039777,259.573178953527,0.521361284164028,0.364,0.241226666666667,533.750666666667,2.91748026860386,37.522,36.88,44.6703333333333,65.819,75.8526666666667,61.9673333333333,29.4353333333333,16.6383333333333,45.3216666666667,50.5363333333333,38.6053333333333,30.5023333333333,-7.7114247311828,-6.89258928571429,-2.15002150537634,1.46633333333333,6.58672580645161,11.4047166666667,15.7539462365591,14.9283333333333,9.80842222222222,2.90690860215054,-3.33154444444444,-7.76004301075269
"RkyMtn7-999",43.7256589858269,-110.617613643511,2118.08182011871,20220724,50,268,2,"LL",0,120,240,"ARTRV",81.7333333333333,979.744982082532,135.970939097742,126.981096598922,262.952035696664,0.517094072831575,0.512411165766847,0.139529016863294,689.696,3.1549403364482,82.6596666666667,63.556,60.5733333333333,60.5136666666667,64.4856666666667,47.76,28.6826666666667,30.343,45.4636666666667,50.6163333333333,68.589,86.453,-8.65598387096774,-6.8313630952381,-2.15159677419355,2.25063333333333,7.37188709677419,11.72405,15.9415268817204,15.2337956989247,10.5550055555556,4.02097311827957,-3.09346111111111,-8.50618279569892
"WYBas2-006",41.574017,-109.948939,1913.915771,20210708,23,42,0,"LL",0,120,240,"ARTRW8",81.2,1169.16074158533,21.0974270246443,17.9872127778377,39.0846398024821,0.539788191250122,0.542613333333333,0.257626666666667,200.824333333333,5.88066621223758,10.0526666666667,8.391,14.5363333333333,20.7743333333333,32.5263333333333,20.2573333333333,12.9296666666667,15.5963333333333,24.8236666666667,19.6246666666667,11.105,10.207,-6.52656989247312,-5.0727619047619,0.531994623655914,4.85241666666667,10.1694784946237,15.4253111111111,19.7131505376344,18.7337096774194,13.4270277777778,6.50586559139785,-0.794138888888889,-6.39748924731183
"WYBas3-014",41.994612,-108.640647,2054.337158,20210702,50,358,0,"LL",0,120,240,"ARTRW8",78.6666666666667,1149.39981676072,32.7510212317331,32.1527901972471,64.9038114289802,0.504608597101732,0.40592,0.369573333333333,265.614,5.80225181131592,14.698,14.1956666666667,20.158,33.8663333333333,46.5173333333333,23.5426666666667,11.9246666666667,14.0706666666667,23.3,26.7946666666667,18.0863333333333,18.4596666666667,-6.16848924731183,-4.86188095238095,0.429618279569892,4.4948,9.77103225806452,15.1985388888889,19.6492043010753,18.6160913978495,13.2935111111111,6.25704838709677,-0.8712,-6.18125268817204
